dia,mes,anio,Tmax,Tmin
1,12,1971,35.9,19.7
2,12,1971,34.7,20
3,12,1971,25.1,10.1
4,12,1971,18.2,6.7
5,12,1971,21.8,3
6,12,1971,30.1,11.8
7,12,1971,27.1,8.3
8,12,1971,32.5,13.9
9,12,1971,29.9,19.4
10,12,1971,32.4,10.6
11,12,1971,30.6,19.8
12,12,1971,25.7,11.9
13,12,1971,25.7,15.8
14,12,1971,27.3,5.8
15,12,1971,31.9,15.6
16,12,1971,36.6,19
17,12,1971,33.6,16.2
18,12,1971,32.5,18
19,12,1971,26.5,20.6
20,12,1971,27.2,22
21,12,1971,23.8,12.6
22,12,1971,24.7,8.5
23,12,1971,29.7,13.5
24,12,1971,33.6,17.7
25,12,1971,32.6,21
26,12,1971,34.6,20.4
27,12,1971,38.4,23.3
28,12,1971,36.5,19.4
29,12,1971,38.4,28
30,12,1971,38.7,27.5
31,12,1971,32.7,22.5
1,1,1972,,22.8
2,1,1972,,21.4
3,1,1972,,23.2
4,1,1972,,13.2
5,1,1972,,12.4
6,1,1972,25.8,10
7,1,1972,24.8,9.6
8,1,1972,28,11.5
9,1,1972,32.3,17.6
10,1,1972,37.2,22.7
11,1,1972,36.8,23.4
12,1,1972,29.8,19.8
13,1,1972,31.2,18.4
14,1,1972,33.4,23.4
15,1,1972,34.2,21.9
16,1,1972,33.5,19
17,1,1972,31.3,18.8
18,1,1972,29.6,17.7
19,1,1972,33.1,22.6
20,1,1972,31.1,17.2
21,1,1972,31.1,18.5
22,1,1972,30.2,20
23,1,1972,31.2,18.4
24,1,1972,31.4,18.5
25,1,1972,34.9,20.1
26,1,1972,28.8,17.4
27,1,1972,26.1,10.6
28,1,1972,27.9,13.3
29,1,1972,30.7,14.8
30,1,1972,31.4,19.8
31,1,1972,33.6,19.1
1,2,1972,26.6,14.7
2,2,1972,29.4,8
3,2,1972,33.7,14.6
4,2,1972,35.2,20.9
5,2,1972,36,22.5
6,2,1972,35.8,16.9
7,2,1972,24.1,14.8
8,2,1972,26,17.8
9,2,1972,33.8,18.2
10,2,1972,31.2,18.2
11,2,1972,31.2,13.6
12,2,1972,27.4,10.2
13,2,1972,29.4,14.4
14,2,1972,23.8,12.8
15,2,1972,30,16.8
16,2,1972,33.6,22.8
17,2,1972,29.3,18.4
18,2,1972,25.1,16.9
19,2,1972,25,8.8
20,2,1972,27.2,14.8
21,2,1972,28,19.5
22,2,1972,24.3,12
23,2,1972,27,11
24,2,1972,24.7,11.4
25,2,1972,28.4,16.5
26,2,1972,28.2,16.8
27,2,1972,29.8,17
28,2,1972,30.6,16.8
29,2,1972,30.9,16.6
1,3,1972,32,
2,3,1972,32.4,
3,3,1972,24.7,
4,3,1972,25.1,
5,3,1972,29.9,
6,3,1972,25.6,
7,3,1972,21.9,
8,3,1972,21.4,
9,3,1972,25.4,
10,3,1972,23.4,
11,3,1972,22.8,
12,3,1972,26,
13,3,1972,28.6,
14,3,1972,28.8,
15,3,1972,29.1,
16,3,1972,30.1,
17,3,1972,27.9,
18,3,1972,24.9,
19,3,1972,29.9,
20,3,1972,30,
21,3,1972,29.7,
22,3,1972,30.2,
23,3,1972,26.6,
24,3,1972,19.8,
25,3,1972,18.5,
26,3,1972,19.4,
27,3,1972,17.5,
28,3,1972,18.7,
29,3,1972,21.4,
30,3,1972,22.7,
31,3,1972,24,
1,4,1972,21.8,
2,4,1972,25,
3,4,1972,27.2,
4,4,1972,21.6,
5,4,1972,24.9,
6,4,1972,25,
7,4,1972,28.7,
8,4,1972,27.4,
9,4,1972,20.7,
10,4,1972,19.8,
11,4,1972,22,
12,4,1972,25.1,
13,4,1972,26.3,
14,4,1972,16.6,
15,4,1972,18.6,
16,4,1972,21.6,
17,4,1972,22.8,
18,4,1972,22.6,
19,4,1972,23.3,
20,4,1972,22.1,
21,4,1972,24.8,
22,4,1972,26.2,
23,4,1972,22,
24,4,1972,19.2,
25,4,1972,17,
26,4,1972,18.8,
27,4,1972,19.5,
28,4,1972,21.6,
29,4,1972,23.3,
30,4,1972,23.5,
1,5,1972,21.4,
2,5,1972,22.3,
3,5,1972,23.6,
4,5,1972,17.1,
5,5,1972,17.4,
6,5,1972,19.5,
7,5,1972,18.4,
8,5,1972,21.4,
9,5,1972,15.9,
10,5,1972,17.9,
11,5,1972,21.2,
12,5,1972,24.3,
13,5,1972,24.3,
14,5,1972,26,
15,5,1972,30.2,
16,5,1972,21,
17,5,1972,19.3,
18,5,1972,16.2,
19,5,1972,16.1,
20,5,1972,16.8,
21,5,1972,18.5,
22,5,1972,14.1,
23,5,1972,14,1.8
24,5,1972,18.6,
25,5,1972,16.9,6.1
26,5,1972,12.2,
27,5,1972,18.7,6.1
28,5,1972,23.2,
29,5,1972,21.9,
30,5,1972,21.9,
31,5,1972,27.2,
1,6,1972,17.3,9.5
2,6,1972,12.3,2.9
3,6,1972,13.6,0.2
4,6,1972,15.2,6.2
5,6,1972,15.5,4.5
6,6,1972,17.5,9.4
7,6,1972,15.8,12.5
8,6,1972,15.3,11.1
9,6,1972,15.4,12.1
10,6,1972,14.6,9.6
11,6,1972,15.6,10.8
12,6,1972,16.4,12.8
13,6,1972,16.6,13.8
14,6,1972,16.5,15.4
15,6,1972,18.3,14.1
16,6,1972,17.9,8.6
17,6,1972,19.5,5.4
18,6,1972,15.2,6.7
19,6,1972,15.5,1
20,6,1972,13.4,3.8
21,6,1972,18.7,4.2
22,6,1972,21.7,10.9
23,6,1972,19.1,4.7
24,6,1972,20.9,4.2
25,6,1972,21.8,10.8
26,6,1972,13.2,0.4
27,6,1972,12.3,-1.4
28,6,1972,11.4,4.6
29,6,1972,8.5,2.7
30,6,1972,12.6,8.2
1,7,1972,,11.7
2,7,1972,,8.6
3,7,1972,,4.2
4,7,1972,,1.4
5,7,1972,15.9,6.9
6,7,1972,,10.3
7,7,1972,,3.1
8,7,1972,,-2.6
9,7,1972,,1.6
10,7,1972,,2
11,7,1972,19,7.4
12,7,1972,12.5,3.9
13,7,1972,11.5,-3.2
14,7,1972,12.4,-0.3
15,7,1972,15.1,1.8
16,7,1972,12,-2.5
17,7,1972,10.8,-2.4
18,7,1972,12.5,1.7
19,7,1972,11.6,9.8
20,7,1972,,8.9
21,7,1972,9.5,4.9
22,7,1972,16.5,0.3
23,7,1972,15.8,6.9
24,7,1972,18.7,2.8
25,7,1972,18,2.8
26,7,1972,,1.5
27,7,1972,,8.2
28,7,1972,,10.1
29,7,1972,,4.5
30,7,1972,,9.3
31,7,1972,,15.8
1,8,1972,23.3,16.2
2,8,1972,16.3,4.3
3,8,1972,7.9,-1.3
4,8,1972,11,-3.7
5,8,1972,12.3,-1.3
6,8,1972,12.1,-0.2
7,8,1972,16.6,4.5
8,8,1972,20.4,5.1
9,8,1972,18.6,10.5
10,8,1972,22.1,9.9
11,8,1972,18.6,7.8
12,8,1972,18,11.2
13,8,1972,19.2,8.3
14,8,1972,21.1,10.3
15,8,1972,22.8,15.4
16,8,1972,21.3,9.4
17,8,1972,9.7,6.4
18,8,1972,10.7,8.1
19,8,1972,12,8.9
20,8,1972,10.4,6.8
21,8,1972,10.4,5
22,8,1972,14.5,1.4
23,8,1972,17,6.5
24,8,1972,18.4,8.2
25,8,1972,12.4,10
26,8,1972,12,9
27,8,1972,12.6,7.3
28,8,1972,13.9,7.1
29,8,1972,11,4.4
30,8,1972,11.8,0.8
31,8,1972,10.4,0.4
1,9,1972,11.1,3.6
2,9,1972,12.7,-2
3,9,1972,15.1,1.7
4,9,1972,20.2,4.9
5,9,1972,18.1,7.1
6,9,1972,16.3,6.4
7,9,1972,18.8,10.1
8,9,1972,19.3,12.2
9,9,1972,14.3,11.3
10,9,1972,22.8,7
11,9,1972,18.3,13
12,9,1972,19.6,5.2
13,9,1972,17.5,9
14,9,1972,19.8,9.4
15,9,1972,20.3,16.8
16,9,1972,19,15.3
17,9,1972,17.9,9.3
18,9,1972,20.9,6.4
19,9,1972,19.5,8.8
20,9,1972,18.5,3.9
21,9,1972,17.4,3.2
22,9,1972,18.4,6.8
23,9,1972,23.7,11.8
24,9,1972,26.2,11.3
25,9,1972,21.1,12.8
26,9,1972,19.6,8.1
27,9,1972,20.5,5.3
28,9,1972,24.5,9.7
29,9,1972,25.4,11.7
30,9,1972,26.2,12.9
1,10,1972,20.6,9.4
2,10,1972,17.1,6.1
3,10,1972,13.6,0.4
4,10,1972,13.1,4.3
5,10,1972,15,-0.6
6,10,1972,16.3,2.6
7,10,1972,13.3,0
8,10,1972,16.3,2.9
9,10,1972,19.3,3.7
10,10,1972,20.5,9.7
11,10,1972,19.7,5.7
12,10,1972,19.2,3.4
13,10,1972,20.3,10.8
14,10,1972,22.4,13.6
15,10,1972,22.7,10.4
16,10,1972,26.6,15.3
17,10,1972,28.6,16.4
18,10,1972,29.6,19.4
19,10,1972,25.3,16.7
20,10,1972,25.4,16.3
21,10,1972,27,15.6
22,10,1972,22.4,10.4
23,10,1972,26.6,12.6
24,10,1972,23.2,16.3
25,10,1972,25,14.3
26,10,1972,22.8,15.4
27,10,1972,17.5,6.5
28,10,1972,16.2,2.2
29,10,1972,19.2,8.4
30,10,1972,23.8,11.8
31,10,1972,17.9,9.6
1,11,1972,19.4,7.8
2,11,1972,22,7
3,11,1972,22.4,12.1
4,11,1972,25.2,10.8
5,11,1972,21.4,5.9
6,11,1972,25.8,11.5
7,11,1972,26.3,15.5
8,11,1972,26.4,10.3
9,11,1972,23.2,16.2
10,11,1972,23.6,16.7
11,11,1972,25.4,13.8
12,11,1972,27,13.8
13,11,1972,24.2,9.4
14,11,1972,21.4,10.8
15,11,1972,20.6,10.8
16,11,1972,22.9,10.7
17,11,1972,18,13.4
18,11,1972,21.8,10.7
19,11,1972,25.4,12.3
20,11,1972,24,7.5
21,11,1972,20.4,7.4
22,11,1972,25.4,9.3
23,11,1972,29,14.7
24,11,1972,28.2,15.9
25,11,1972,23.7,17.3
26,11,1972,27.3,11.1
27,11,1972,29.2,15.4
28,11,1972,24.4,15.8
29,11,1972,24.4,10
30,11,1972,24.2,12.1
1,12,1972,23.6,9.4
2,12,1972,26,15.3
3,12,1972,24.8,18
4,12,1972,28.2,16.1
5,12,1972,24.9,14
6,12,1972,25.5,8.7
7,12,1972,26.8,12.7
8,12,1972,30.1,17.5
9,12,1972,23.8,16.8
10,12,1972,28.3,14.4
11,12,1972,25.8,13.1
12,12,1972,24.4,10.7
13,12,1972,28,12.9
14,12,1972,29.7,15.6
15,12,1972,32.3,18.6
16,12,1972,25.8,20.2
17,12,1972,29.3,16.4
18,12,1972,30.9,17.1
19,12,1972,30.6,17.1
20,12,1972,30.9,19.9
21,12,1972,31.6,18.7
22,12,1972,33.6,20.6
23,12,1972,26.6,13.4
24,12,1972,17.7,11.6
25,12,1972,18.4,11
26,12,1972,24.9,15.1
27,12,1972,31,15.3
28,12,1972,24.5,19.1
29,12,1972,27.3,16.8
30,12,1972,29.3,14.1
31,12,1972,30.8,19.5
1,1,1973,32.1,20.4
2,1,1973,33.6,19.1
3,1,1973,28.2,16.3
4,1,1973,31.8,20.4
5,1,1973,28.9,19.3
6,1,1973,25.6,10.2
7,1,1973,26.2,19.7
8,1,1973,26.1,9.8
9,1,1973,31.4,14.4
10,1,1973,34.6,19.9
11,1,1973,34.6,20.4
12,1,1973,30.1,20.2
13,1,1973,24.8,12.9
14,1,1973,18.1,13.1
15,1,1973,26.2,8.1
16,1,1973,28.6,15
17,1,1973,30.6,20.5
18,1,1973,28.6,18.3
19,1,1973,27,17.5
20,1,1973,26.9,13.4
21,1,1973,28.9,17.8
22,1,1973,31.6,19.7
23,1,1973,26.9,16.7
24,1,1973,23.7,8.8
25,1,1973,22.5,9.4
26,1,1973,26.8,13.3
27,1,1973,31.1,19.6
28,1,1973,27,15.2
29,1,1973,27.9,19.4
30,1,1973,30.5,21.8
31,1,1973,27,17.8
1,2,1973,29.7,19.6
2,2,1973,28.5,23.6
3,2,1973,25.2,15.3
4,2,1973,23.6,10.7
5,2,1973,26.6,10.8
6,2,1973,27.9,16
7,2,1973,32.1,17.5
8,2,1973,31.1,20.9
9,2,1973,27.2,17.2
10,2,1973,28.5,18.1
11,2,1973,29.5,17.4
12,2,1973,28.1,16.7
13,2,1973,22.8,14.4
14,2,1973,23.8,8.1
15,2,1973,23.1,9.4
16,2,1973,28,13.1
17,2,1973,31,14.5
18,2,1973,30.4,19.4
19,2,1973,29.5,17.9
20,2,1973,28.7,19.4
21,2,1973,30,15.7
22,2,1973,29.5,18.6
23,2,1973,24.5,21.1
24,2,1973,21.8,16.8
25,2,1973,25.2,9.1
26,2,1973,25.9,12.9
27,2,1973,24.6,15.4
28,2,1973,29.6,19.9
1,3,1973,23.8,16.1
2,3,1973,27.5,16
3,3,1973,29.6,17.1
4,3,1973,28.8,15.3
5,3,1973,25.7,17.4
6,3,1973,29.6,17.1
7,3,1973,27.5,16.9
8,3,1973,24.8,16.2
9,3,1973,24.3,15
10,3,1973,25.6,12.1
11,3,1973,25.8,13.3
12,3,1973,27,17.4
13,3,1973,30.1,18.7
14,3,1973,23.8,17
15,3,1973,25.6,14
16,3,1973,25.5,17.5
17,3,1973,24.8,20.3
18,3,1973,28.2,19.6
19,3,1973,26.8,18.2
20,3,1973,26.5,16.6
21,3,1973,27.2,13.8
22,3,1973,29.5,16.1
23,3,1973,30.2,17.8
24,3,1973,29.4,19.4
25,3,1973,31.2,19.1
26,3,1973,22.7,17.8
27,3,1973,23.9,7.1
28,3,1973,26.3,9.3
29,3,1973,27.5,11.3
30,3,1973,28.5,12.3
31,3,1973,26.5,15.1
1,4,1973,18.2,14.8
2,4,1973,22.4,13.3
3,4,1973,22.9,18.3
4,4,1973,19.1,14.3
5,4,1973,20.7,10.1
6,4,1973,21.1,16.4
7,4,1973,18.2,7.9
8,4,1973,21.6,4
9,4,1973,25.4,9.3
10,4,1973,26.1,10.7
11,4,1973,25.6,12.8
12,4,1973,20.1,12.4
13,4,1973,21.4,12.7
14,4,1973,19.7,12.5
15,4,1973,16.8,12.8
16,4,1973,19.7,4.1
17,4,1973,22.8,8.4
18,4,1973,21.6,10.3
19,4,1973,22.9,8.9
20,4,1973,23,12.4
21,4,1973,20.6,12.3
22,4,1973,23.2,11.2
23,4,1973,23.6,15.8
24,4,1973,19.7,16.8
25,4,1973,21.6,14.6
26,4,1973,19.9,13
27,4,1973,18,7.9
28,4,1973,21.7,10.8
29,4,1973,18.1,5.8
30,4,1973,21.6,8.3
1,5,1973,22.4,10.1
2,5,1973,14.4,2.9
3,5,1973,15.2,-0.4
4,5,1973,17.5,2.8
5,5,1973,21.6,4.2
6,5,1973,19.6,8.6
7,5,1973,18.5,4.1
8,5,1973,18.5,5.7
9,5,1973,16.8,8.5
10,5,1973,14.3,5
11,5,1973,13.9,0.9
12,5,1973,14.6,-0.1
13,5,1973,16.8,-1
14,5,1973,18.5,4.1
15,5,1973,20.2,10
16,5,1973,22.4,7.4
17,5,1973,15.7,6.3
18,5,1973,16.8,2.9
19,5,1973,20.2,8.6
20,5,1973,21.5,13
21,5,1973,18.6,4.5
22,5,1973,17.6,0.8
23,5,1973,17.6,9.4
24,5,1973,13.2,5.9
25,5,1973,19.2,5
26,5,1973,21.5,12
27,5,1973,21,9.2
28,5,1973,16,5.4
29,5,1973,16.6,8.2
30,5,1973,17.2,13.7
31,5,1973,18.7,4.7
1,6,1973,,
2,6,1973,,
3,6,1973,,
4,6,1973,,
5,6,1973,,
6,6,1973,,
7,6,1973,,
8,6,1973,,
9,6,1973,,
10,6,1973,,
11,6,1973,,
12,6,1973,,
13,6,1973,,
14,6,1973,,
15,6,1973,,
16,6,1973,,
17,6,1973,,
18,6,1973,,
19,6,1973,,
20,6,1973,,
21,6,1973,,
22,6,1973,,
23,6,1973,,
24,6,1973,,
25,6,1973,,
26,6,1973,,
27,6,1973,,
28,6,1973,,
29,6,1973,,
30,6,1973,,
1,7,1973,11.5,-1.3
2,7,1973,14,1.6
3,7,1973,16.5,4.7
4,7,1973,15.5,3.5
5,7,1973,12.6,7
6,7,1973,13.1,5.1
7,7,1973,16.1,10.3
8,7,1973,13.1,8.5
9,7,1973,16.2,9.5
10,7,1973,16,0
11,7,1973,16.5,6.3
12,7,1973,13.4,10.5
13,7,1973,14.7,1.7
14,7,1973,13.5,1.6
15,7,1973,11.1,2.2
16,7,1973,7.9,1.8
17,7,1973,8,1.4
18,7,1973,7.5,0.2
19,7,1973,8.3,2.2
20,7,1973,9.5,5.5
21,7,1973,12.6,7.3
22,7,1973,10.8,9
23,7,1973,13.8,8.4
24,7,1973,14.5,10.2
25,7,1973,13.1,10.4
26,7,1973,14.7,10.2
27,7,1973,13.1,8.6
28,7,1973,14,7.9
29,7,1973,14.8,2.1
30,7,1973,15.3,9.3
31,7,1973,17.1,6
1,8,1973,16.6,1.5
2,8,1973,18.8,5.1
3,8,1973,21.8,8.6
4,8,1973,21.2,6.1
5,8,1973,19.4,5.2
6,8,1973,17.3,2.3
7,8,1973,15.4,8.5
8,8,1973,13.8,5.5
9,8,1973,14.4,1.9
10,8,1973,12.8,-0.1
11,8,1973,12.1,-1.5
12,8,1973,16.5,0
13,8,1973,19.6,1.7
14,8,1973,11,3.4
15,8,1973,16.6,-0.2
16,8,1973,19.9,2.6
17,8,1973,20.6,7.1
18,8,1973,18.8,2.1
19,8,1973,15.7,-1.5
20,8,1973,15,1
21,8,1973,14,0.1
22,8,1973,15.8,3.7
23,8,1973,18.3,4.8
24,8,1973,15,9.5
25,8,1973,13.2,2.5
26,8,1973,17.2,3.1
27,8,1973,22,6.4
28,8,1973,22.2,8.1
29,8,1973,18.2,5.3
30,8,1973,21.9,1.9
31,8,1973,23.4,9.2
1,9,1973,24.8,7.1
2,9,1973,25.1,12.4
3,9,1973,26.9,15.7
4,9,1973,21.3,13.4
5,9,1973,18.1,4.2
6,9,1973,16,-0.3
7,9,1973,14.9,-2.1
8,9,1973,15.2,5
9,9,1973,19.6,4
10,9,1973,22.1,3.2
11,9,1973,21.8,6.6
12,9,1973,18.6,10.8
13,9,1973,19.2,3.1
14,9,1973,17,5.9
15,9,1973,17,0.6
16,9,1973,19,5.7
17,9,1973,11.4,6.1
18,9,1973,16,4.4
19,9,1973,19,1.7
20,9,1973,22.2,2.1
21,9,1973,22.7,5.9
22,9,1973,25.9,10.7
23,9,1973,26.6,8.7
24,9,1973,25.9,12
25,9,1973,28.2,12
26,9,1973,14.2,9.3
27,9,1973,19.3,1
28,9,1973,12.9,3.3
29,9,1973,17.9,5.4
30,9,1973,20.3,7
1,10,1973,21.8,6.9
2,10,1973,23.6,10.1
3,10,1973,18.8,14.3
4,10,1973,25.2,15.8
5,10,1973,17.7,13.1
6,10,1973,17.4,11.8
7,10,1973,19.4,6.4
8,10,1973,22.3,8.2
9,10,1973,26.3,14.3
10,10,1973,23.2,11.8
11,10,1973,20.6,10.1
12,10,1973,19.3,5.9
13,10,1973,21.8,6
14,10,1973,24.8,10.1
15,10,1973,26,11.1
16,10,1973,24.2,11.9
17,10,1973,22.6,13.2
18,10,1973,21.4,11.5
19,10,1973,23.5,14.4
20,10,1973,24.8,14.8
21,10,1973,21.8,17.4
22,10,1973,20.7,13.8
23,10,1973,18,9.8
24,10,1973,19.9,3.2
25,10,1973,19.8,5.7
26,10,1973,22.2,8.6
27,10,1973,23.5,11
28,10,1973,25.1,14
29,10,1973,19.7,12.3
30,10,1973,18.6,6.9
31,10,1973,16.2,9.8
1,11,1973,16.2,7.3
2,11,1973,17.3,1.5
3,11,1973,20.4,5.1
4,11,1973,22.5,9.7
5,11,1973,24.4,8.7
6,11,1973,21.1,12
7,11,1973,19.3,5.7
8,11,1973,22.3,10.2
9,11,1973,22.6,7.6
10,11,1973,22.4,6.4
11,11,1973,20.9,9.2
12,11,1973,23,10.1
13,11,1973,24.3,9.8
14,11,1973,26.4,10.1
15,11,1973,28.6,13.3
16,11,1973,27.7,15.8
17,11,1973,22.9,6.1
18,11,1973,27,9.1
19,11,1973,30.2,10.3
20,11,1973,28.1,12.8
21,11,1973,30.3,14.2
22,11,1973,30.2,16.4
23,11,1973,24.8,15.6
24,11,1973,21.1,8.8
25,11,1973,24.7,6.6
26,11,1973,28.1,16.2
27,11,1973,23.7,7.2
28,11,1973,27.7,13.2
29,11,1973,31.5,17.2
30,11,1973,23.1,11.8
1,12,1973,26.5,14.8
2,12,1973,25.7,12.3
3,12,1973,23.5,16
4,12,1973,25,16.8
5,12,1973,20,13.7
6,12,1973,24.5,12.1
7,12,1973,21.6,14
8,12,1973,26.6,6.2
9,12,1973,27.7,13.1
10,12,1973,30.4,14.2
11,12,1973,25,7.8
12,12,1973,27.9,13.2
13,12,1973,27.4,18.4
14,12,1973,30.6,13.9
15,12,1973,29,13.8
16,12,1973,28.2,11.6
17,12,1973,32.1,17.1
18,12,1973,28.1,14.3
19,12,1973,31,14.1
20,12,1973,32.8,17.2
21,12,1973,30.4,19.1
22,12,1973,28.2,20.4
23,12,1973,32,15
24,12,1973,29.2,17.5
25,12,1973,25.3,17.8
26,12,1973,28.6,18.8
27,12,1973,29.8,18.7
28,12,1973,32.6,18.3
29,12,1973,33.3,20.9
30,12,1973,31.7,19.8
31,12,1973,33.7,19.9
1,1,1974,33.2,21.9
2,1,1974,27.6,20.3
3,1,1974,33.4,18
4,1,1974,35.5,23.7
5,1,1974,28.5,17.8
6,1,1974,27.5,12.8
7,1,1974,29.5,14.1
8,1,1974,30.4,14.6
9,1,1974,31.6,17.8
10,1,1974,29.4,14.2
11,1,1974,25.4,9.7
12,1,1974,30.8,18.7
13,1,1974,30,21.7
14,1,1974,24.7,13.7
15,1,1974,28,13.6
16,1,1974,31.2,19
17,1,1974,34.7,20.7
18,1,1974,28.4,11.8
19,1,1974,36.2,20.3
20,1,1974,28.5,20.7
21,1,1974,23.8,18.8
22,1,1974,26.2,17
23,1,1974,24.8,12.5
24,1,1974,25.4,15.6
25,1,1974,25.1,18.4
26,1,1974,28.8,19
27,1,1974,29.6,19.8
28,1,1974,27.2,16.9
29,1,1974,30.3,16.9
30,1,1974,31.5,20.3
31,1,1974,29.5,19.8
1,2,1974,29.2,19.4
2,2,1974,29.4,15.6
3,2,1974,23.5,17.1
4,2,1974,32.6,16.6
5,2,1974,27.8,15.9
6,2,1974,27.2,18.2
7,2,1974,25,18.1
8,2,1974,23.3,9.8
9,2,1974,19.2,13.4
10,2,1974,24.7,16.7
11,2,1974,26.4,16.8
12,2,1974,26.8,16.6
13,2,1974,25.9,16.8
14,2,1974,24.9,8.5
15,2,1974,21.6,13
16,2,1974,22.8,8.7
17,2,1974,25,9.7
18,2,1974,28.9,13.4
19,2,1974,26.8,13.9
20,2,1974,25,10.6
21,2,1974,26.2,12.7
22,2,1974,26.6,13.2
23,2,1974,27.6,13.2
24,2,1974,28.2,13.4
25,2,1974,28.2,15.2
26,2,1974,27.5,18.8
27,2,1974,30.6,20.3
28,2,1974,29.4,18.2
1,3,1974,32.1,18.1
2,3,1974,26.6,17.1
3,3,1974,26.2,9.3
4,3,1974,25.9,12
5,3,1974,28.5,14
6,3,1974,27.7,16.5
7,3,1974,30.6,19.9
8,3,1974,28.1,21.7
9,3,1974,28.3,19.8
10,3,1974,32.2,13.8
11,3,1974,30.1,18.9
12,3,1974,28,16.9
13,3,1974,26.6,14.7
14,3,1974,30.6,16.5
15,3,1974,22.8,13
16,3,1974,21.4,6
17,3,1974,25.4,8.9
18,3,1974,25.8,11.2
19,3,1974,26,13.4
20,3,1974,26.7,15.4
21,3,1974,25.6,15.7
22,3,1974,24.6,14.4
23,3,1974,26.8,17.8
24,3,1974,26.3,19.6
25,3,1974,26.2,17.9
26,3,1974,26.1,18.5
27,3,1974,26.7,15.1
28,3,1974,23.3,12.4
29,3,1974,25.3,11.5
30,3,1974,23.8,12.1
31,3,1974,25.2,12.6
1,4,1974,26.6,11.6
2,4,1974,29.5,13.9
3,4,1974,29.8,17.3
4,4,1974,23.1,14.8
5,4,1974,25.8,9
6,4,1974,30.3,16.6
7,4,1974,29.9,18.1
8,4,1974,30,18.2
9,4,1974,25.2,17.2
10,4,1974,24,7.1
11,4,1974,24.3,8.3
12,4,1974,27.1,11.9
13,4,1974,27.8,14
14,4,1974,28,12.6
15,4,1974,28.1,16
16,4,1974,28.7,14.7
17,4,1974,24.1,17
18,4,1974,18.8,7.8
19,4,1974,18.3,1.4
20,4,1974,18.6,6.6
21,4,1974,23.3,12.4
22,4,1974,23.8,6.7
23,4,1974,19,2.7
24,4,1974,21.5,2.1
25,4,1974,19.4,5.5
26,4,1974,19.4,3.4
27,4,1974,19.8,7
28,4,1974,20.3,5.1
29,4,1974,20.8,8.2
30,4,1974,22.4,2.6
1,5,1974,22.4,9.9
2,5,1974,27.6,6.3
3,5,1974,25.5,7.8
4,5,1974,18.9,8.8
5,5,1974,17.2,6.8
6,5,1974,20.6,10.3
7,5,1974,18,11.4
8,5,1974,18.7,6.8
9,5,1974,22.6,5.8
10,5,1974,17.4,12.1
11,5,1974,19.6,12.9
12,5,1974,18.1,11.3
13,5,1974,22.5,7.5
14,5,1974,17.7,2.7
15,5,1974,21,7.3
16,5,1974,24.5,14.2
17,5,1974,22.4,8
18,5,1974,19.6,11
19,5,1974,17,3.6
20,5,1974,20.1,11.2
21,5,1974,20.6,14.8
22,5,1974,15.4,11.1
23,5,1974,15.2,11.3
24,5,1974,16.3,9.8
25,5,1974,19.8,13.4
26,5,1974,17.6,14.2
27,5,1974,18.5,12.3
28,5,1974,17.4,13.8
29,5,1974,18.6,9.4
30,5,1974,18.6,11.4
31,5,1974,16.5,3.4
1,6,1974,15.4,9.4
2,6,1974,11.7,3.4
3,6,1974,16.2,1.5
4,6,1974,13.8,3.6
5,6,1974,14.6,-1.6
6,6,1974,9.7,4.9
7,6,1974,16.6,4.5
8,6,1974,17.1,5.4
9,6,1974,16.1,2.9
10,6,1974,17.3,6.4
11,6,1974,11.9,-0.9
12,6,1974,11.3,-1.7
13,6,1974,11.5,-3.5
14,6,1974,13.2,1.9
15,6,1974,15.4,-3.5
16,6,1974,14.2,-3.6
17,6,1974,12.9,-2.2
18,6,1974,13.5,-3
19,6,1974,17,5.2
20,6,1974,15.8,9.6
21,6,1974,16.5,5.9
22,6,1974,18.8,2.6
23,6,1974,19.9,1.4
24,6,1974,18.5,4.6
25,6,1974,15.4,2.2
26,6,1974,15.1,8.5
27,6,1974,17.4,8.7
28,6,1974,16.3,10.1
29,6,1974,18.8,11.8
30,6,1974,24.1,16.3
1,7,1974,24.3,14.1
2,7,1974,22.1,15.8
3,7,1974,15.8,11.8
4,7,1974,15.7,11.4
5,7,1974,19.9,14.2
6,7,1974,17,15
7,7,1974,18.1,12.8
8,7,1974,25.9,12.8
9,7,1974,24.4,14.2
10,7,1974,21.2,9.9
11,7,1974,20,13.4
12,7,1974,22.9,11.9
13,7,1974,21.8,10.4
14,7,1974,14.7,2.6
15,7,1974,16,1.2
16,7,1974,16.3,2.9
17,7,1974,16.7,9.1
18,7,1974,13.5,1.8
19,7,1974,15.4,0.7
20,7,1974,13.8,4.2
21,7,1974,9.4,-2.8
22,7,1974,9.7,-2.9
23,7,1974,10,-4.9
24,7,1974,11.7,0.9
25,7,1974,15.7,-0.7
26,7,1974,18.4,6.5
27,7,1974,19.3,4
28,7,1974,21.6,3.5
29,7,1974,22.8,6.1
30,7,1974,16.3,1.5
31,7,1974,16.2,7.1
1,8,1974,17.9,7.4
2,8,1974,12.6,9.4
3,8,1974,13.4,6.7
4,8,1974,11.9,2.4
5,8,1974,13.9,4.8
6,8,1974,11,5
7,8,1974,11.6,-1.7
8,8,1974,14.9,1.3
9,8,1974,17.4,3.7
10,8,1974,20.3,4.6
11,8,1974,21.4,4.2
12,8,1974,22.6,6.7
13,8,1974,19.9,3.8
