dia,mes,anio,Tmax,Tmin
21,6,2005,12,0
22,6,2005,13.8,4
23,6,2005,15.3,3.3
24,6,2005,16.6,8
25,6,2005,19.2,5.4
26,6,2005,20,8.5
27,6,2005,19.1,12.6
28,6,2005,15.6,9.7
29,6,2005,18,9.2
30,6,2005,15,8.4
1,7,2005,19.6,14
2,7,2005,23.6,16.1
3,7,2005,17.5,10
4,7,2005,11.4,4.8
5,7,2005,11,0
6,7,2005,12,-1.4
7,7,2005,14.9,0.2
8,7,2005,18.3,11
9,7,2005,18.6,7.5
10,7,2005,19.4,9.8
11,7,2005,18.5,9.4
12,7,2005,20.1,10
13,7,2005,21.3,12.6
14,7,2005,20.4,15.1
15,7,2005,16,5.7
16,7,2005,10,5.2
17,7,2005,11.9,0.4
18,7,2005,11.6,0.9
19,7,2005,13,0
20,7,2005,12.8,5.3
21,7,2005,11.9,1.7
22,7,2005,10.6,5.7
23,7,2005,8.9,7.4
24,7,2005,10.2,6.6
25,7,2005,13,6.6
26,7,2005,12,4
27,7,2005,16.5,3.9
28,7,2005,17.5,8.5
29,7,2005,20.5,8
30,7,2005,23.8,16.1
31,7,2005,20.4,13
1,8,2005,18.1,9
2,8,2005,18.6,12.4
3,8,2005,23.8,11.1
4,8,2005,19.5,11.9
5,8,2005,13,6.4
6,8,2005,15,0.6
7,8,2005,11,0.2
8,8,2005,13,0.9
9,8,2005,14.7,0.1
10,8,2005,16,6.3
11,8,2005,18.2,6.4
12,8,2005,19.5,8
13,8,2005,21,8.5
14,8,2005,22,9.6
15,8,2005,12,3.5
16,8,2005,18,8.3
17,8,2005,16.8,6.4
18,8,2005,16,3
19,8,2005,17.7,5.9
20,8,2005,20,7
21,8,2005,19.5,14.6
22,8,2005,21,13
23,8,2005,17.4,6.6
24,8,2005,12,6.3
25,8,2005,17.5,2.5
26,8,2005,17.8,10.2
27,8,2005,16.2,11.9
28,8,2005,13.1,9
29,8,2005,14,7.5
30,8,2005,13,3.5
31,8,2005,10.5,1
1,9,2005,12.4,4.8
2,9,2005,15,7.2
3,9,2005,14.5,2
4,9,2005,14.8,5.5
5,9,2005,16.8,1.7
6,9,2005,19,3.2
7,9,2005,22.9,10.9
8,9,2005,23,14
9,9,2005,22,10.4
10,9,2005,16.7,9.5
11,9,2005,12.4,1.8
12,9,2005,12.7,-1
13,9,2005,14.6,-1
14,9,2005,12,6.3
15,9,2005,13.5,4
16,9,2005,17,4.5
17,9,2005,16.2,1.5
18,9,2005,18.7,4.6
19,9,2005,19,9.9
20,9,2005,19.1,13.1
21,9,2005,22,11
22,9,2005,24,11.3
23,9,2005,23.4,12.9
24,9,2005,22.2,12.3
25,9,2005,17.8,8.3
26,9,2005,20.3,5.5
27,9,2005,19.8,8.5
28,9,2005,23.6,13
29,9,2005,23.1,15
30,9,2005,18,9.1
1,10,2005,22.5,7.6
2,10,2005,23,10
3,10,2005,19.6,12.4
4,10,2005,13.5,7.4
5,10,2005,19.8,2.4
6,10,2005,18.3,1.8
7,10,2005,20.3,7.8
8,10,2005,22.8,5.5
9,10,2005,22,4.5
10,10,2005,25,13.4
11,10,2005,27.3,16.2
12,10,2005,24.1,14.1
13,10,2005,23.5,8.9
14,10,2005,21,4.8
15,10,2005,21.3,9
16,10,2005,19.4,9.4
17,10,2005,22.3,7.9
18,10,2005,27.6,9.8
19,10,2005,31.7,11.8
20,10,2005,31.7,19.4
21,10,2005,32.2,14
22,10,2005,25.6,14.2
23,10,2005,19.6,5.4
24,10,2005,14.1,10.4
25,10,2005,20.5,11.2
26,10,2005,22.5,7.9
27,10,2005,20.9,11.6
28,10,2005,17.6,6
29,10,2005,16.4,4
30,10,2005,17.5,6
31,10,2005,21.9,3.9
1,11,2005,27.7,14.2
2,11,2005,29.2,16
3,11,2005,29.3,20.1
4,11,2005,23.6,13.2
5,11,2005,24,6.5
6,11,2005,20.6,6.3
7,11,2005,20,5.5
8,11,2005,22.7,9
9,11,2005,23.6,12.2
10,11,2005,23.7,13.8
11,11,2005,27,12.5
12,11,2005,28.6,16
13,11,2005,28.4,14.5
14,11,2005,29,15.9
15,11,2005,28.5,16.5
16,11,2005,29.7,11.8
17,11,2005,30,18.2
18,11,2005,28.1,15.5
19,11,2005,31,14
20,11,2005,32.4,15.5
21,11,2005,30,20.5
22,11,2005,35.1,15.9
23,11,2005,27,19
24,11,2005,23.7,11
25,11,2005,30.5,15.6
26,11,2005,33.8,18.5
27,11,2005,33.4,23.2
28,11,2005,31.5,22
29,11,2005,25.5,15.6
30,11,2005,25.2,11.5
1,12,2005,24,7
2,12,2005,24.2,9.4
3,12,2005,22,14.9
4,12,2005,25.3,12.5
5,12,2005,25.5,14.4
6,12,2005,22.4,7
7,12,2005,25.5,8
8,12,2005,26,14.5
9,12,2005,30.5,11
10,12,2005,22.5,7.5
11,12,2005,23.9,11.5
12,12,2005,27.6,12.5
13,12,2005,28.6,17.2
14,12,2005,28.2,18.5
15,12,2005,29.5,19.9
16,12,2005,28.7,17
17,12,2005,26.8,12.5
18,12,2005,33.1,17.9
19,12,2005,24.7,8.5
20,12,2005,26.6,14
21,12,2005,34,19.4
22,12,2005,32.8,17.7
23,12,2005,26.8,15
24,12,2005,26.5,10.6
25,12,2005,30.5,11
26,12,2005,32,17.2
27,12,2005,32.5,20.5
28,12,2005,32.6,21
29,12,2005,34.5,18.6
30,12,2005,33.4,15.9
31,12,2005,32.9,17.6
1,1,2006,31.6,17.9
2,1,2006,32.8,19
3,1,2006,27.5,18
4,1,2006,28.5,13.4
5,1,2006,31,21.2
6,1,2006,36,24.8
7,1,2006,33.4,21.5
8,1,2006,26,18.9
9,1,2006,37.4,20.8
10,1,2006,36,17.6
11,1,2006,24.5,15.5
12,1,2006,25.5,19
13,1,2006,24.4,17.5
14,1,2006,27.8,19
15,1,2006,26.5,19.2
16,1,2006,25.9,16.1
17,1,2006,25.8,11.6
18,1,2006,24,12
19,1,2006,29.4,17.5
20,1,2006,31,18.5
21,1,2006,25.7,18
22,1,2006,25.7,12.8
23,1,2006,28.6,15.8
24,1,2006,31,19
25,1,2006,29.2,17.3
26,1,2006,28.5,15
27,1,2006,32,21.7
28,1,2006,35,20
29,1,2006,35,24.5
30,1,2006,31.2,14.6
31,1,2006,24.4,12.5
1,2,2006,23,16.3
2,2,2006,29.4,17.1
3,2,2006,30.1,17.7
4,2,2006,27.9,21.8
5,2,2006,31.3,20.6
6,2,2006,27.4,13.2
7,2,2006,23.9,11.7
8,2,2006,25.5,13.1
9,2,2006,23.4,13.3
10,2,2006,26.1,14.5
11,2,2006,27,13.5
12,2,2006,28.4,16
13,2,2006,30.5,15.8
14,2,2006,32.3,18.3
15,2,2006,32.9,19.6
16,2,2006,35,22.9
17,2,2006,31.7,19.7
18,2,2006,32,15.4
19,2,2006,33.3,23.2
20,2,2006,32.8,22.2
21,2,2006,34.2,23.9
22,2,2006,29.4,19.9
23,2,2006,26.3,18.5
24,2,2006,19.7,15
25,2,2006,24.3,14.5
26,2,2006,27.5,13.1
27,2,2006,23.3,13.9
28,2,2006,24.4,10
1,3,2006,27,10.5
2,3,2006,27.7,14
3,3,2006,21.4,14.8
4,3,2006,24.1,11.4
5,3,2006,26.5,11.5
6,3,2006,28.2,14.2
7,3,2006,29.6,16.9
8,3,2006,26.8,17.5
9,3,2006,25.2,16.4
10,3,2006,23.3,7.9
11,3,2006,19.6,11.5
12,3,2006,27.5,15
13,3,2006,31.9,14
14,3,2006,24.1,18.5
15,3,2006,24.7,16.4
16,3,2006,20.9,15.6
17,3,2006,17.9,11.5
18,3,2006,23,10
19,3,2006,26.5,12
20,3,2006,27.1,13.5
21,3,2006,24.4,12.5
22,3,2006,27.8,16.3
23,3,2006,28.8,16.6
24,3,2006,26.6,15.9
25,3,2006,21.5,6.7
26,3,2006,22.3,6.5
27,3,2006,23.9,13.6
28,3,2006,19.8,10
29,3,2006,22.3,6.2
30,3,2006,24.6,9
31,3,2006,26.2,10.4
1,4,2006,26.4,13.4
2,4,2006,25.5,13.5
3,4,2006,23,18
4,4,2006,28.1,18.8
5,4,2006,21.8,15.3
6,4,2006,25.6,14.4
7,4,2006,23.4,11.1
8,4,2006,24.3,14.5
9,4,2006,25.3,16.5
10,4,2006,25,11.5
11,4,2006,24.5,11
12,4,2006,27.5,10.9
13,4,2006,29.1,14.1
14,4,2006,19,12.6
15,4,2006,17.1,4.8
16,4,2006,16.8,3.8
17,4,2006,19.1,1.9
18,4,2006,20.7,6.5
19,4,2006,24.8,16.4
20,4,2006,23.8,14.1
21,4,2006,19.2,5.9
22,4,2006,21.7,6
23,4,2006,22.3,7.2
24,4,2006,27.1,12.2
25,4,2006,22,13
26,4,2006,20.5,5.5
27,4,2006,26.8,12.9
28,4,2006,26.3,14.3
29,4,2006,22.2,13
30,4,2006,16.2,3
1,5,2006,17.8,6
2,5,2006,18,6.6
3,5,2006,18.3,4.5
4,5,2006,20,4
5,5,2006,19.7,5.9
6,5,2006,17.2,8.5
7,5,2006,16.8,10.4
8,5,2006,20.1,8.2
9,5,2006,21,5.6
10,5,2006,21,6.1
11,5,2006,20,7.4
12,5,2006,17,3.6
13,5,2006,20,4
14,5,2006,20.5,5.6
15,5,2006,21.1,8.4
16,5,2006,24.9,13.6
17,5,2006,21.2,6.8
18,5,2006,16.6,8
19,5,2006,11.7,1
20,5,2006,13.7,-3.5
21,5,2006,15.1,-1.2
22,5,2006,15,-2
23,5,2006,14.3,0
24,5,2006,15.9,4.9
25,5,2006,18.5,10.8
26,5,2006,19.3,14
27,5,2006,20.6,10
28,5,2006,15.4,1.3
29,5,2006,15.8,6.8
30,5,2006,14.4,1.9
31,5,2006,17.6,4.5
1,6,2006,17,6.1
2,6,2006,15.9,12
3,6,2006,14.6,12.2
4,6,2006,17.4,4
5,6,2006,19,3.7
6,6,2006,18.9,9.4
7,6,2006,23,9.2
8,6,2006,25.4,15.8
9,6,2006,15.8,8.9
10,6,2006,12.3,1.5
11,6,2006,15.2,0.3
12,6,2006,15.1,6.1
13,6,2006,14.3,10
14,6,2006,17.7,5.7
15,6,2006,16,0.4
16,6,2006,13.2,1
17,6,2006,12.2,3.4
18,6,2006,14.3,10
19,6,2006,19.4,11.5
20,6,2006,18.1,6
21,6,2006,16.4,3.9
22,6,2006,20,4.8
23,6,2006,14.3,2.9
24,6,2006,17,11
25,6,2006,16.1,9
26,6,2006,12.9,8.2
27,6,2006,12.7,4.9
28,6,2006,13.8,5
29,6,2006,15.3,6.4
30,6,2006,16.3,8.5
1,7,2006,20,7
2,7,2006,21.2,5.6
3,7,2006,18.6,13
4,7,2006,22,15.1
5,7,2006,16.7,12
6,7,2006,21.8,12.6
7,7,2006,25.5,18.6
8,7,2006,22,8
9,7,2006,14,4.8
10,7,2006,17.3,5.9
11,7,2006,19.9,10.7
12,7,2006,23.5,12
13,7,2006,12.3,8
14,7,2006,13.3,2.9
15,7,2006,14.4,1
16,7,2006,15.7,10.2
17,7,2006,18.3,11.6
18,7,2006,19.3,9.7
19,7,2006,17.8,5.5
20,7,2006,24.7,4.5
21,7,2006,18.3,11.5
22,7,2006,20.3,10.3
23,7,2006,11.8,3.9
24,7,2006,16.7,0.2
25,7,2006,17,10.5
26,7,2006,18.2,13.5
27,7,2006,18.1,9.7
28,7,2006,10.8,4.9
29,7,2006,8.7,1.1
30,7,2006,9.6,-2
31,7,2006,10.2,-2.6
1,8,2006,12.1,-3
2,8,2006,11.2,-3.4
3,8,2006,11,0.8
4,8,2006,12.1,1.5
5,8,2006,13.8,3
6,8,2006,15.6,1.5
7,8,2006,15.2,10.9
8,8,2006,13.3,3.3
9,8,2006,13.7,8.3
10,8,2006,16.4,1.3
11,8,2006,14.9,6
12,8,2006,20.9,2.2
13,8,2006,17,5.2
14,8,2006,15.5,8
15,8,2006,14.3,0.9
16,8,2006,11.5,2.5
17,8,2006,12.5,2.6
18,8,2006,15.3,1.7
19,8,2006,20,8.2
20,8,2006,12,1.6
21,8,2006,14,-2.4
22,8,2006,22.2,7.3
23,8,2006,27.1,7.5
24,8,2006,25.9,11.6
25,8,2006,25.1,12
26,8,2006,19,10
27,8,2006,14.5,1.6
28,8,2006,17.5,4.5
29,8,2006,17,0.5
30,8,2006,16.3,6.5
31,8,2006,22.1,9.4
1,9,2006,17.5,8
2,9,2006,13.6,4
3,9,2006,13.5,0.9
4,9,2006,10.5,-0.6
5,9,2006,16.6,-0.5
6,9,2006,16.4,3
7,9,2006,19.2,9
8,9,2006,22,8.3
9,9,2006,20.3,4.1
10,9,2006,27.7,13
11,9,2006,23,12.8
12,9,2006,21.1,4
13,9,2006,17.2,2.8
14,9,2006,22.3,1.6
15,9,2006,22.3,4.6
16,9,2006,23.3,2.9
17,9,2006,25.5,11.6
18,9,2006,27.8,9.7
19,9,2006,25.3,10.9
20,9,2006,22.8,9.1
21,9,2006,22,6.1
22,9,2006,22,11.4
23,9,2006,15.6,6.6
24,9,2006,18.1,1
25,9,2006,25,10.6
26,9,2006,26,16
27,9,2006,23.7,13.5
28,9,2006,17.6,6.5
29,9,2006,19,3.2
30,9,2006,22,9
1,10,2006,27,10.4
2,10,2006,21.2,14
3,10,2006,17.1,13.1
4,10,2006,27.6,13
5,10,2006,19.5,8.4
6,10,2006,21.2,5.7
7,10,2006,24.3,8.5
8,10,2006,26.2,7.5
9,10,2006,28,16.2
10,10,2006,23.8,13.4
11,10,2006,25.5,12.5
12,10,2006,23,14
13,10,2006,25.8,17.5
14,10,2006,23.6,15.3
15,10,2006,22,6.7
16,10,2006,21.9,3.7
17,10,2006,23.1,9.2
18,10,2006,22.5,11.3
19,10,2006,21.1,9.2
20,10,2006,23.6,8
21,10,2006,29.1,15.8
22,10,2006,31.4,15.9
23,10,2006,31,18
24,10,2006,33.6,21.3
25,10,2006,30,12.6
26,10,2006,20.1,4.6
27,10,2006,18.3,11.5
28,10,2006,23.4,9
29,10,2006,22.9,16.5
30,10,2006,24.2,10.5
31,10,2006,24.4,12.1
1,11,2006,24,10.4
2,11,2006,26.7,11
3,11,2006,21.8,11.5
4,11,2006,21.5,5.6
5,11,2006,19.2,13.7
6,11,2006,22.4,12.2
7,11,2006,19.3,3.9
8,11,2006,22,3.1
9,11,2006,25,5
10,11,2006,22.5,11
11,11,2006,23.7,7.6
12,11,2006,28,14.9
13,11,2006,31.9,19.1
14,11,2006,32.2,22.4
15,11,2006,29.2,15.7
16,11,2006,24.5,15.4
17,11,2006,19.7,11.5
18,11,2006,21.8,6.8
19,11,2006,25,8
20,11,2006,26.7,16
21,11,2006,30,17.2
22,11,2006,28.5,10.2
23,11,2006,30,18.4
24,11,2006,32.5,13.9
25,11,2006,29.1,16.5
26,11,2006,22,13.7
27,11,2006,21.2,12.6
28,11,2006,25.9,10.3
29,11,2006,29,11
30,11,2006,29.4,18
1,12,2006,31.3,20.5
2,12,2006,28.6,16.4
3,12,2006,24.4,12.1
4,12,2006,28.1,10.3
5,12,2006,25.2,14
6,12,2006,27.9,13.1
7,12,2006,29.4,12
8,12,2006,31,17.9
9,12,2006,32.5,14.7
10,12,2006,35.2,19.5
11,12,2006,35.4,18.5
12,12,2006,32,21.2
13,12,2006,30.5,18.9
14,12,2006,28.1,18
15,12,2006,29.4,14
16,12,2006,34,20.7
17,12,2006,31,18.5
18,12,2006,28.7,14.6
19,12,2006,30,18.3
20,12,2006,26.4,15.7
21,12,2006,28.5,17
22,12,2006,31,18.3
23,12,2006,30,16
24,12,2006,30.4,19.8
25,12,2006,26.3,17.6
26,12,2006,28.9,11.5
27,12,2006,30,16.2
28,12,2006,30.3,14
29,12,2006,35,22.4
30,12,2006,29.4,19
31,12,2006,33.8,21
1,1,2007,35.6,26.1
2,1,2007,28.1,19.6
3,1,2007,27,20.7
4,1,2007,29.2,20
5,1,2007,25.8,18
6,1,2007,26.6,11.9
7,1,2007,25.6,17.5
8,1,2007,29.4,18.9
9,1,2007,31.5,20.2
10,1,2007,30.6,19.5
11,1,2007,28.3,19.5
12,1,2007,31,17.3
13,1,2007,30.4,18.8
14,1,2007,23.8,8.4
15,1,2007,28,11
16,1,2007,29.9,15.3
17,1,2007,30.6,17.8
18,1,2007,32.2,18.1
19,1,2007,28,13.9
20,1,2007,29.9,14.5
21,1,2007,31.2,19.6
22,1,2007,29.6,19.7
23,1,2007,26.4,18.3
24,1,2007,30.5,16.5
25,1,2007,26.4,20.6
26,1,2007,28,21.9
27,1,2007,29.4,20
28,1,2007,28.2,16.5
29,1,2007,27.3,13.6
30,1,2007,30,13
31,1,2007,31.2,14
1,2,2007,34,16.8
2,2,2007,36,19.5
3,2,2007,36.1,18.5
4,2,2007,30,20.4
5,2,2007,29.3,19.4
6,2,2007,32.9,19
7,2,2007,29.8,12.2
8,2,2007,27.3,14.1
9,2,2007,27.1,19.6
10,2,2007,30.2,19
11,2,2007,26.5,13.8
12,2,2007,26.3,17.8
13,2,2007,29.5,15.5
14,2,2007,32.4,17.2
15,2,2007,32.5,18.6
16,2,2007,28.1,18.5
17,2,2007,20,14.6
18,2,2007,26.3,7.7
19,2,2007,28.6,12.6
20,2,2007,28.5,14.5
21,2,2007,28.5,19
22,2,2007,30.8,21
23,2,2007,31.8,17.4
24,2,2007,31.6,19
25,2,2007,34.1,21.9
26,2,2007,29.3,19
27,2,2007,25.9,17.8
28,2,2007,25.6,13.5
1,3,2007,23.3,16.9
2,3,2007,24.5,9.1
3,3,2007,23.5,11.3
4,3,2007,23.7,15
5,3,2007,28.4,12.9
6,3,2007,30.4,14
7,3,2007,26.9,19.8
8,3,2007,24.5,17.4
9,3,2007,25.6,14.9
10,3,2007,23.6,13
11,3,2007,28.2,11
12,3,2007,31.2,16.8
13,3,2007,29.4,17.1
14,3,2007,24.4,19.4
15,3,2007,24.4,15.4
16,3,2007,20.9,12.5
17,3,2007,21.3,15.4
18,3,2007,26.4,12.3
19,3,2007,27.7,12.8
20,3,2007,28.4,16.4
21,3,2007,28.4,18
22,3,2007,29,15.3
23,3,2007,25.2,16.1
24,3,2007,25.4,9.6
25,3,2007,27.1,14.5
26,3,2007,27,18.5
27,3,2007,23.4,19
28,3,2007,23,19.4
29,3,2007,24.4,18.5
30,3,2007,22.6,19.5
31,3,2007,21.3,17.1
1,4,2007,24,16.8
2,4,2007,26.3,18.4
3,4,2007,27,12.4
4,4,2007,26.6,12
5,4,2007,24.8,13.9
6,4,2007,24,13.5
7,4,2007,25.6,16.1
8,4,2007,20.7,12.1
9,4,2007,21.5,5.8
10,4,2007,21.2,15
11,4,2007,20.8,11.6
12,4,2007,20.5,7.6
13,4,2007,24.5,10
14,4,2007,22.7,16.5
15,4,2007,22.3,12.2
16,4,2007,23.6,16.8
17,4,2007,26.2,20.1
18,4,2007,30.9,19.3
19,4,2007,31.8,22.5
20,4,2007,27.5,14.7
21,4,2007,16.4,11.9
22,4,2007,18.4,13
23,4,2007,18.2,11.6
24,4,2007,21,10.3
25,4,2007,13.7,4.4
26,4,2007,17.8,5
27,4,2007,17.8,2.2
28,4,2007,19.8,4.7
29,4,2007,21.9,6
30,4,2007,24.5,10
1,5,2007,24.6,16
2,5,2007,19.5,12.1
3,5,2007,21.9,15.1
4,5,2007,21.5,17.5
5,5,2007,22.2,15.1
6,5,2007,17.6,11.3
7,5,2007,12.8,2
8,5,2007,14.3,0
9,5,2007,13,-1.1
10,5,2007,15.9,2.5
11,5,2007,18.3,2
12,5,2007,13.9,2.5
13,5,2007,14.1,4.4
14,5,2007,17.3,0.5
15,5,2007,17.2,9
16,5,2007,15.8,6.9
17,5,2007,17.9,0.4
18,5,2007,18.7,5
19,5,2007,21,6
20,5,2007,19.8,10
21,5,2007,18,3
22,5,2007,15.7,4
23,5,2007,12.7,3
24,5,2007,16,0.5
25,5,2007,15.9,4.5
26,5,2007,16.2,5.5
27,5,2007,12.2,2.6
28,5,2007,5.2,-1.5
29,5,2007,10.5,-2.5
30,5,2007,11.5,-4.5
31,5,2007,10.4,0.7
1,6,2007,14.7,5
2,6,2007,17,1.8
3,6,2007,19.6,2.5
4,6,2007,20,1.8
5,6,2007,21.1,6.2
6,6,2007,19.7,-0.4
7,6,2007,17.2,4.1
8,6,2007,15.1,-1
9,6,2007,10.6,4.5
10,6,2007,17.4,-0.8
11,6,2007,15.5,2.5
12,6,2007,11.9,1.5
13,6,2007,13.9,8.3
14,6,2007,11,6.5
15,6,2007,10.2,1.5
16,6,2007,12.4,-1.4
17,6,2007,13.6,-1.2
18,6,2007,11,-3.5
19,6,2007,12.6,0.5
20,6,2007,14.9,4.8
21,6,2007,15.5,3
22,6,2007,14.1,5.4
23,6,2007,12,4.3
24,6,2007,11.2,-2.6
25,6,2007,16,1.2
26,6,2007,14,2.3
27,6,2007,16,1
28,6,2007,13.6,1.5
29,6,2007,16.6,5.8
30,6,2007,13.6,-1.3
1,7,2007,13.7,-1.2
2,7,2007,13.3,-1.5
3,7,2007,12.4,-0.5
4,7,2007,15.4,1.9
5,7,2007,17.9,3.4
6,7,2007,15,5.5
7,7,2007,8.4,0.1
8,7,2007,7.6,-0.7
9,7,2007,4.3,-0.8
10,7,2007,7,-1.2
11,7,2007,10.6,-3.4
12,7,2007,11.6,-3
13,7,2007,11.1,-0.5
14,7,2007,12.5,3.8
15,7,2007,13.6,-2.2
16,7,2007,17.3,2.8
17,7,2007,17.2,6.1
18,7,2007,18.5,4.2
19,7,2007,19.9,7.5
20,7,2007,17.1,7
21,7,2007,12.6,4.8
22,7,2007,11.7,2.5
23,7,2007,12.6,-0.6
24,7,2007,11.9,1.3
25,7,2007,10,0.2
26,7,2007,20.4,0.3
27,7,2007,10.7,0.5
28,7,2007,10.5,-4
29,7,2007,12.6,-5.3
30,7,2007,14.8,-3.4
31,7,2007,16.3,0.7
1,8,2007,9.9,4.1
2,8,2007,8.1,0.6
3,8,2007,7.8,3.3
4,8,2007,10.7,3.6
5,8,2007,8.5,1.2
6,8,2007,9.4,4.2
7,8,2007,18,1
8,8,2007,18,5.5
9,8,2007,18.2,3.1
10,8,2007,11.6,3.8
11,8,2007,16.6,-0.8
12,8,2007,13,3
13,8,2007,18.8,6.5
14,8,2007,27,10
15,8,2007,17.3,7.6
16,8,2007,11.6,1.2
17,8,2007,9.5,-2
18,8,2007,12.5,4
19,8,2007,9.4,3.3
20,8,2007,13.8,1
21,8,2007,16,-0.1
22,8,2007,15.3,-1.6
23,8,2007,16.6,2.9
24,8,2007,16.6,4.5
25,8,2007,13.8,5
26,8,2007,9.2,5.8
27,8,2007,16.4,1
28,8,2007,17.5,5
29,8,2007,13.6,-1
30,8,2007,14.2,2.7
31,8,2007,19.9,1.5
1,9,2007,20.2,3
2,9,2007,19.4,8
3,9,2007,22.9,12.5
4,9,2007,27.2,14.5
5,9,2007,18.4,11.4
6,9,2007,24,7.2
7,9,2007,28.1,13.2
8,9,2007,28.8,17.5
9,9,2007,31.6,19.7
10,9,2007,27.6,17
11,9,2007,19.9,15.9
12,9,2007,15.9,12.1
13,9,2007,18.4,14.4
14,9,2007,21.5,15.2
15,9,2007,15.8,11
16,9,2007,16.4,10.3
17,9,2007,15.6,11.1
18,9,2007,16.2,10.7
19,9,2007,17.8,9.4
20,9,2007,18.5,6.2
21,9,2007,17.2,7.7
22,9,2007,20.5,4.2
23,9,2007,14.7,7
24,9,2007,14.9,3.8
25,9,2007,17.8,-0.6
26,9,2007,16.9,4.5
27,9,2007,21.2,8.6
28,9,2007,25.3,6.9
29,9,2007,26.2,10.5
30,9,2007,29,16.6
1,10,2007,24.8,15.7
2,10,2007,22.2,16
3,10,2007,23.9,10.6
4,10,2007,23.6,15.7
5,10,2007,19.3,15.9
6,10,2007,22.2,13.8
7,10,2007,18.6,4.8
8,10,2007,18.6,9.6
9,10,2007,18,12.4
10,10,2007,17.3,10.7
11,10,2007,14.2,9.5
12,10,2007,14.8,12.2
13,10,2007,17.7,7.7
14,10,2007,20.7,7
15,10,2007,20.9,9
16,10,2007,24.2,11.6
17,10,2007,28,9.2
18,10,2007,24.7,13.4
19,10,2007,29.3,11.7
20,10,2007,24.9,15.2
21,10,2007,25.6,8
22,10,2007,26.8,10.1
23,10,2007,28,12.4
24,10,2007,28.1,17.3
25,10,2007,26.5,14.6
26,10,2007,28.2,8.6
27,10,2007,23.9,12.1
28,10,2007,26.7,13.1
29,10,2007,27.2,11.7
30,10,2007,24.6,14
31,10,2007,21.2,15.4
1,11,2007,21.9,5.5
2,11,2007,26,8
3,11,2007,25.2,12
4,11,2007,17.3,1.5
5,11,2007,25.1,5
6,11,2007,28.6,8.5
7,11,2007,27.2,18.6
8,11,2007,21.8,11.8
9,11,2007,21.5,13.4
10,11,2007,17,9.2
11,11,2007,15,4.9
12,11,2007,24.5,7.8
13,11,2007,17.3,10.8
14,11,2007,15.4,7.9
15,11,2007,18,0
16,11,2007,25.1,8
17,11,2007,29.4,16.8
18,11,2007,26.7,16.9
19,11,2007,30.3,12.3
20,11,2007,26.1,7.8
21,11,2007,27.6,10
22,11,2007,31.1,17.3
23,11,2007,25.3,12.1
24,11,2007,17.8,3.5
25,11,2007,25.6,6.6
26,11,2007,26.7,12.4
27,11,2007,28.2,10.5
28,11,2007,30.6,10.3
29,11,2007,32.2,16.5
30,11,2007,32,18
1,12,2007,28.8,18
2,12,2007,29.8,15.9
3,12,2007,31.7,15.7
4,12,2007,25.5,16.7
5,12,2007,24.6,7.3
6,12,2007,29.5,13.8
7,12,2007,30.4,13.6
8,12,2007,27.9,18.3
9,12,2007,31.3,10
10,12,2007,27,13.5
11,12,2007,25.6,10.5
12,12,2007,30.2,15
13,12,2007,32.4,17.9
14,12,2007,26.4,16.5
15,12,2007,24.3,10
16,12,2007,24.3,6.8
17,12,2007,29.2,9.3
18,12,2007,30,17
19,12,2007,28,11.3
20,12,2007,33.4,12.5
21,12,2007,35.5,17.5
22,12,2007,26.6,12
23,12,2007,23.9,11.9
24,12,2007,30.6,14.8
25,12,2007,28.3,17.2
26,12,2007,30,15.8
27,12,2007,26.5,16.2
28,12,2007,29.4,20.2
29,12,2007,29.5,18.5
30,12,2007,36,18.6
31,12,2007,37,18.5
1,1,2008,32.9,19.5
2,1,2008,37.5,22.2
3,1,2008,33.8,19.5
4,1,2008,25.3,12.5
5,1,2008,27.6,12.7
6,1,2008,32.4,17.7
7,1,2008,35.2,22.2
8,1,2008,38.2,20.6
9,1,2008,34,23.6
10,1,2008,32.2,21.4
11,1,2008,25.2,13.3
12,1,2008,28.6,8.9
13,1,2008,30,19.8
14,1,2008,33.2,22.7
15,1,2008,35.9,24.1
16,1,2008,26.5,17.4
17,1,2008,26.6,12.6
18,1,2008,29.5,16.9
19,1,2008,26.2,10.6
20,1,2008,30.2,15.3
21,1,2008,30.2,17.4
22,1,2008,27.6,21.5
23,1,2008,28.6,19.8
24,1,2008,30.4,20.7
25,1,2008,28.8,19.9
26,1,2008,28.6,21.9
27,1,2008,29,20
28,1,2008,25.5,21.1
29,1,2008,29.1,17.4
30,1,2008,29.4,19.4
31,1,2008,29.6,18.6
1,2,2008,30.5,20.1
2,2,2008,30.4,18.6
3,2,2008,26.7,10.8
4,2,2008,32.6,14.3
5,2,2008,32.4,16.6
6,2,2008,35,21.3
7,2,2008,28.1,20.2
8,2,2008,25.8,18
9,2,2008,25.9,20.1
10,2,2008,24,16.4
11,2,2008,24.9,10
12,2,2008,26.3,13.2
13,2,2008,28.6,17.7
14,2,2008,31,20.4
15,2,2008,35.3,20.3
16,2,2008,31.5,20.1
17,2,2008,32,18.1
18,2,2008,30,22.4
19,2,2008,29.8,21.7
20,2,2008,33.8,18
21,2,2008,34.3,20.3
22,2,2008,25.6,19.3
23,2,2008,29.4,19.8
24,2,2008,26.5,21.3
25,2,2008,29.1,22.3
26,2,2008,30.5,22.5
27,2,2008,29.7,22
28,2,2008,25.9,19.3
